time,device_id,x_pos,y_pos,velocity
2013-08-03T17:11:06.804300,charles,131.5,215.5,3.640055
2013-08-03T17:11:06.820961,charles,129,216.5,2.692582
2013-08-03T17:11:06.834711,charles,127.5,217,1.581139
2013-08-03T17:11:06.851340,charles,126,217,1.5
2013-08-03T17:11:06.870280,charles,124.5,217,1.5
2013-08-03T17:11:06.884929,charles,123.5,217,1
2013-08-03T17:11:06.906337,charles,122.5,217,1
2013-08-03T17:11:06.920433,charles,121.5,216,1.414214
2013-08-03T17:11:06.938792,charles,121,214.5,1.581139
2013-08-03T17:11:06.952520,charles,120.5,213,1.581139
2013-08-03T17:11:06.967698,charles,120,211,2.061553
2013-08-03T17:11:06.987591,charles,119.5,209.5,1.581139
2013-08-03T17:11:07.001056,charles,119.5,208.5,1
2013-08-03T17:11:07.021888,charles,119,207,1.581139
2013-08-03T17:11:07.036008,charles,118.5,205,2.061553
2013-08-03T17:11:07.050860,charles,118,202,3.041381
2013-08-03T17:11:07.069112,charles,114.5,195.5,7.382411
2013-08-03T17:11:07.084716,charles,112.5,190.5,5.385165
2013-08-03T17:11:07.100858,charles,109.5,185,6.264982
2013-08-03T17:11:07.120986,charles,107.5,181,4.472136
2013-08-03T17:11:07.139704,charles,105.5,176,5.385165
2013-08-03T17:11:07.151944,charles,104,171,5.220153
2013-08-03T17:11:07.167967,charles,103.5,165.5,5.52268
2013-08-03T17:11:07.183930,charles,102.5,161.5,4.123106
2013-08-03T17:11:07.204187,charles,102,156.5,5.024938
2013-08-03T17:11:07.217365,charles,101.5,151.5,5.024938
2013-08-03T17:11:07.234999,charles,101.5,147,4.5
2013-08-03T17:11:07.254622,charles,101.5,141.5,5.5
2013-08-03T17:11:07.271195,charles,101.5,137,4.5
2013-08-03T17:11:07.289393,charles,104,133.5,4.301163
2013-08-03T17:11:07.300994,charles,107,129,5.408327
2013-08-03T17:11:07.318751,charles,111,125,5.656854
2013-08-03T17:11:07.334671,charles,115.5,121,6.020797
2013-08-03T17:11:07.353060,charles,120.5,116,7.071068
2013-08-03T17:11:07.370449,charles,125.5,112,6.403124
2013-08-03T17:11:07.385163,charles,131,108.5,6.519202
2013-08-03T17:11:07.400914,charles,137.5,105,7.382411
2013-08-03T17:11:07.417279,charles,144,101.5,7.382411
2013-08-03T17:11:07.440070,charles,151,99,7.433034
2013-08-03T17:11:07.450738,charles,160,96.5,9.340771
2013-08-03T17:11:07.468164,charles,168.5,95.5,8.558621
2013-08-03T17:11:07.486513,charles,177,94,8.631338
2013-08-03T17:11:07.500985,charles,186.5,93.5,9.513149
2013-08-03T17:11:07.517717,charles,196,93,9.513149
2013-08-03T17:11:07.543167,charles,205.5,93,9.5
2013-08-03T17:11:07.557981,charles,215.5,93,10
2013-08-03T17:11:07.568396,charles,224.5,93,9
2013-08-03T17:11:07.586847,charles,234,94,9.552486
2013-08-03T17:11:07.605500,charles,243.5,96,9.708244
2013-08-03T17:11:07.622903,charles,252.5,99,9.486833
2013-08-03T17:11:07.640719,charles,260,101.5,7.905694
2013-08-03T17:11:07.663666,charles,268.5,105.5,9.394147
2013-08-03T17:11:07.673978,charles,275,109.5,7.632169
2013-08-03T17:11:07.692083,charles,280,112.5,5.830952
2013-08-03T17:11:07.707743,charles,284.5,116,5.700877
2013-08-03T17:11:07.725445,charles,289,120,6.020797
2013-08-03T17:11:07.746555,charles,293,124.5,6.020797
2013-08-03T17:11:07.764661,charles,296.5,130,6.519202
2013-08-03T17:11:07.774730,charles,300,137,7.826238
2013-08-03T17:11:07.788976,charles,303.5,145,8.732124
2013-08-03T17:11:07.805295,charles,306.5,155,10.44031
2013-08-03T17:11:07.817719,charles,309,162.5,7.905694
2013-08-03T17:11:07.834480,charles,310.5,171.5,9.124144
2013-08-03T17:11:07.851198,charles,310.5,180.5,9
2013-08-03T17:11:07.870983,charles,310.5,190.5,10
2013-08-03T17:11:07.884681,charles,309,203.5,13.08625
2013-08-03T17:11:07.904686,charles,305,214.5,11.7047
2013-08-03T17:11:07.918493,charles,298.5,227.5,14.53444
2013-08-03T17:11:07.937369,charles,292.5,236.5,10.81665
2013-08-03T17:11:07.951147,charles,284,247.5,13.90144
2013-08-03T17:11:07.967692,charles,275.5,258.5,13.90144
2013-08-03T17:11:07.985284,charles,265.5,268,13.79311
2013-08-03T17:11:08.003080,charles,253.5,279,16.27882
2013-08-03T17:11:08.020947,charles,240,289.5,17.10263
2013-08-03T17:11:08.035227,charles,223.5,299,19.03943
2013-08-03T17:11:08.051996,charles,208,307.5,17.67767
2013-08-03T17:11:08.068138,charles,192,313.5,17.08801
2013-08-03T17:11:08.089939,charles,175,316.5,17.26268
2013-08-03T17:11:08.101288,charles,158,318.5,17.11724
2013-08-03T17:11:08.117712,charles,143.5,319,14.50862
2013-08-03T17:11:08.136206,charles,127.5,319,16
2013-08-03T17:11:08.151884,charles,113.5,319,14
2013-08-03T17:11:08.167465,charles,101,315.5,12.98075
2013-08-03T17:11:08.183278,charles,91,310,11.41271
2013-08-03T17:11:08.206681,charles,83,302.5,10.96586
2013-08-03T17:11:08.217353,charles,77.5,294,10.12423
2013-08-03T17:11:08.236692,charles,72.5,283.5,11.6297
2013-08-03T17:11:08.253080,charles,70,271,12.74755
2013-08-03T17:11:08.267491,charles,69,258,13.0384
2013-08-03T17:11:08.285293,charles,69,245,13
2013-08-03T17:11:08.300031,charles,72,230,15.29706
2013-08-03T17:11:08.321884,charles,78.5,215,16.34778
2013-08-03T17:11:08.336082,charles,87.5,198.5,18.79495
2013-08-03T17:11:08.353517,charles,99,181,20.94039
2013-08-03T17:11:08.372867,charles,111.5,163.5,21.50581
2013-08-03T17:11:08.384670,charles,125.5,146.5,22.02271
2013-08-03T17:11:08.405909,charles,141,130.5,22.27667
2013-08-03T17:11:08.419845,charles,160,115.5,24.20744
2013-08-03T17:11:08.440512,charles,181,103,24.4387
2013-08-03T17:11:08.452234,charles,203.5,91.5,25.26856
2013-08-03T17:11:08.467524,charles,228,83,25.93261
2013-08-03T17:11:08.485129,charles,254.5,77,27.17076
2013-08-03T17:11:08.503312,charles,282.5,72.5,28.3593
2013-08-03T17:11:08.517282,charles,310.5,72,28.00446
2013-08-03T17:11:08.534538,charles,340,72,29.5
2013-08-03T17:11:08.564377,charles,368,77,28.44292
2013-08-03T17:11:08.566809,charles,395,86.5,28.62254
2013-08-03T17:11:08.586903,charles,420,98.5,27.73085
2013-08-03T17:11:08.600089,charles,442,111.5,25.55387
2013-08-03T17:11:08.617678,charles,460.5,125.5,23.20022
2013-08-03T17:11:08.634321,charles,474,139.5,19.44865
2013-08-03T17:11:08.651499,charles,482.5,152.5,15.53222
2013-08-03T17:11:08.671135,charles,487,164,12.34909
2013-08-03T17:11:08.685728,charles,488,177.5,13.53699
2013-08-03T17:11:08.701113,charles,488,195.5,18
2013-08-03T17:11:08.718519,charles,483.5,213,18.06931
2013-08-03T17:11:08.736071,charles,473,235,24.37724
2013-08-03T17:11:08.750760,charles,461,254,22.4722
2013-08-03T17:11:08.767311,charles,444,270.5,23.69072
2013-08-03T17:11:08.785657,charles,424.5,288,26.20115
2013-08-03T17:11:08.803130,charles,401.5,303.5,27.73536
2013-08-03T17:11:08.817307,charles,376.5,317,28.41215
2013-08-03T17:11:08.834940,charles,350.5,328,28.23119
2013-08-03T17:11:08.856142,charles,322,337,29.88729
2013-08-03T17:11:08.867029,charles,291,343.5,31.67412
2013-08-03T17:11:08.884008,charles,261,347.5,30.26549
2013-08-03T17:11:08.903700,charles,230.5,349,30.53686
2013-08-03T17:11:08.919092,charles,200,349,30.5
2013-08-03T17:11:08.935689,charles,170,344.5,30.33562
2013-08-03T17:11:08.950795,charles,142,334.5,29.73214
2013-08-03T17:11:08.977365,charles,117,323,27.51818
2013-08-03T17:11:08.987117,charles,95.5,309.5,25.387
2013-08-03T17:11:09.002716,charles,78,292,24.74874
2013-08-03T17:11:09.018893,charles,65,273,23.02173
2013-08-03T17:11:09.035284,charles,55.5,253,22.14159
2013-08-03T17:11:09.049495,charles,50.5,235,18.68154
2013-08-03T17:11:09.067463,charles,50.5,214.5,20.5
2013-08-03T17:11:09.088871,charles,53,190.5,24.12986
2013-08-03T17:11:09.101144,charles,62.5,167.5,24.88474
2013-08-03T17:11:09.118263,charles,77.5,146,26.21545
2013-08-03T17:11:09.135492,charles,98,127,27.95085
2013-08-03T17:11:09.153875,charles,121.5,108.5,29.90819
2013-08-03T17:11:09.168941,charles,150,93.5,32.20637
2013-08-03T17:11:09.184423,charles,182,82,34.00368
2013-08-03T17:11:09.205253,charles,216.5,74.5,35.30581
2013-08-03T17:11:09.219577,charles,252.5,71,36.16974
2013-08-03T17:11:09.235810,charles,291,70.5,38.50325
2013-08-03T17:11:09.250332,charles,329.5,70.5,38.5
2013-08-03T17:11:09.266946,charles,368.5,76,39.38591
2013-08-03T17:11:09.284851,charles,405.5,86.5,38.46102
2013-08-03T17:11:09.302170,charles,440.5,100,37.51333
2013-08-03T17:11:09.311031,jonathan,887,248.5,0
2013-08-03T17:11:09.322092,charles,473.5,115,36.24914
2013-08-03T17:11:09.334642,charles,502.5,132,33.61547
2013-08-03T17:11:09.350495,charles,527.5,150,30.80584
2013-08-03T17:11:09.365987,charles,547.5,169.5,27.93295
2013-08-03T17:11:09.386342,charles,564,189,25.54408
2013-08-03T17:11:09.401836,charles,576.5,210,24.4387
2013-08-03T17:11:09.418970,charles,585,231,22.65502
2013-08-03T17:11:09.436017,charles,588,249.5,18.74166
2013-08-03T17:11:09.451251,charles,588,270.5,21
2013-08-03T17:11:09.468431,charles,585.5,289.5,19.16377
2013-08-03T17:11:09.483821,charles,572.5,309.5,23.85372
